id,provider,name,subdivision_name,municipality,direct_download_url,latest_url,status,min_lat,max_lat,min_lon,max_lon
mdb-25,Eastern Sierra Transit,,California,Inyo County,http://data.trilliumtransit.com/gtfs/easternsierra-ca-us/easternsierra-ca-us.zip,https://files.mobilitydatabase.org/mdb-25/latest.zip,active,34.696209,39.5349289,-119.77547286502951,-117.816841286
mdb-26,Santa Maria Area Transit,,California,,http://data.trilliumtransit.com/gtfs/smat-ca-us/smat-ca-us.zip,https://files.mobilitydatabase.org/mdb-26/latest.zip,deprecated,34.595943118981,34.98595,-120.52211,-120.140531457672
mdb-27,Airport Valet Express,,California,Los Angeles,http://data.trilliumtransit.com/gtfs/airportvaletexpress-ca-us/airportvaletexpress-ca-us.zip,https://files.mobilitydatabase.org/mdb-27/latest.zip,inactive,33.942609,35.3533707819563,-119.062001238098,-118.398682
mdb-28,Los Angeles County Department of Public Works (the LINK and shuttles),,California,Los Angeles County,http://data.trilliumtransit.com/gtfs/dpwlacounty-ca-us/dpwlacounty-ca-us.zip,https://files.mobilitydatabase.org/mdb-28/latest.zip,active,33.908508,34.49328549085506,-118.52573594954056,-117.880424
mdb-29,Los Angeles County Metropolitan Transportation Authority (LA Metro),Bus,California,Beverly Hills,https://gitlab.com/LACMTA/gtfs_bus/raw/master/gtfs_bus.zip,https://files.mobilitydatabase.org/mdb-29/latest.zip,active,33.706853,34.326157,-118.860915,-117.913475
mdb-30,Los Angeles County Metropolitan Transportation Authority (LA Metro),Rail,California,La Verne,https://gitlab.com/LACMTA/gtfs_rail/raw/master/gtfs_rail.zip,https://files.mobilitydatabase.org/mdb-30/latest.zip,active,33.76804,34.16906,-118.49189,-117.7522
mdb-31,Ventura County Transportation Commission,,California,Ventura,http://data.trilliumtransit.com/gtfs/vctc-ca-us/vctc-ca-us.zip,https://files.mobilitydatabase.org/mdb-31/latest.zip,inactive,34.15384,34.4439177,-119.86559373432384,-118.5793661649194
mdb-32,"Gold Coast Transit, South Coast Area Transit",,California,Oxnard,http://www.goldcoasttransit.org/images/GTFS/GTFS.zip,https://files.mobilitydatabase.org/mdb-32/latest.zip,inactive,34.14269871250784,34.44820108297236,-119.30746185,-119.13247253857648
mdb-33,Thousand Oaks Transit,,California,,http://data.trilliumtransit.com/gtfs/thousandoaks-ca-us/thousandoaks-ca-us.zip,https://files.mobilitydatabase.org/mdb-33/latest.zip,deprecated,34.021383769332,34.285345,-119.266906,-118.815668825
mdb-34,Torrance Transit,,California,Torrance,https://transit.torranceca.gov/home/showdocument?id=16673,,active,,,,
mdb-35,Palos Verdes Peninsula Transit Authority (PVPTA),,California,Los Angeles County,http://data.trilliumtransit.com/gtfs/pvpta-ca-us/pvpta-ca-us.zip,https://files.mobilitydatabase.org/mdb-35/latest.zip,active,33.720604,33.819042,-118.423141,-118.28767494016756
mdb-36,Lawndale Beat,,California,Lawndale,http://data.trilliumtransit.com/gtfs/cityoflawndale-ca-us/cityoflawndale-ca-us.zip,https://files.mobilitydatabase.org/mdb-36/latest.zip,active,33.8708620651923,33.90178469324111,-118.36957063707776,-118.34400480783832
mdb-37,Big Blue Bus,,California,Los Angeles County,http://gtfs.bigbluebus.com/current.zip,https://files.mobilitydatabase.org/mdb-37/latest.zip,active,33.951481,34.075669,-118.549205,-118.237266
mdb-38,Culver City Bus,,California,Culver City,https://www.culvercity.org/files/assets/public/documents/information-technology/maps/gtfsexport.zip,https://files.mobilitydatabase.org/mdb-38/latest.zip,inactive,33.950849,34.068294,-118.471525,-118.36869
mdb-39,Spirit Bus,,California,Monterey Park,http://data.trilliumtransit.com/gtfs/montereypark-ca-us/montereypark-ca-us.zip,https://files.mobilitydatabase.org/mdb-39/latest.zip,deprecated,34.0365252,34.0697248,-118.1686876,-118.1088128
mdb-40,Simi Valley Transit,,California,Simi Valley,http://data.trilliumtransit.com/gtfs/simivalley-ca-us/simivalley-ca-us.zip,https://files.mobilitydatabase.org/mdb-40/latest.zip,active,34.22958457,34.3021463101492,-118.83637467254,-118.598911921367
mdb-41,Pasadena Transit,,California,Los Angeles County,http://rt.pasadenatransit.net/rtt/public/utility/gtfs.aspx,https://files.mobilitydatabase.org/mdb-41/latest.zip,active,34.10971,34.197933,-118.19336,-118.068852
mdb-42,Kings Area Rural Transit,,California,,http://data.trilliumtransit.com/gtfs/kcapta-ca-us/kcapta-ca-us.zip,https://files.mobilitydatabase.org/mdb-42/latest.zip,deprecated,36.002941,36.885069,-120.14516,-119.288234
mdb-43,San Luis Obispo Regional Transit Authority (SLORTA),,California,San Luis Obispo County,http://slo.connexionz.net/rtt/public/resource/gtfs.zip,https://files.mobilitydatabase.org/mdb-43/latest.zip,active,34.944001,35.752511,-121.186588,-120.413275
mdb-44,City of San Luis Obispo Transit,,California,San Luis Obispo,https://app.mecatran.com/urb/ws/feed/c2l0ZT1zbG90cmFuc2l0O2NsaWVudD1zZWxmO2V4cGlyZT07dHlwZT1ndGZzO2tleT0zZTMwMzM1OTRiMTE2NzA0N2IxNjQwNjA0ZjQwMGMzMzdiM2E1MTQ0,https://files.mobilitydatabase.org/mdb-44/latest.zip,active,35.23933972,35.302551,-120.70909948,-120.63319399
mdb-45,Morro Bay Transit,,California,Morro Bay,http://mjcaction.com/MJC_GTFS_Public/morrobay_google_transit.zip,,deprecated,,,,
mdb-46,Golden Empire Transit District (GET),,California,Kern County,http://eta.getbus.org/rtt/public/utility/gtfs.aspx,https://files.mobilitydatabase.org/mdb-46/latest.zip,active,35.2667,35.447091,-119.145718,-118.91409
mdb-47,Kern Transit,,California,Arvin,http://data.trilliumtransit.com/gtfs/kerncounty-ca-us/kerncounty-ca-us.zip,https://files.mobilitydatabase.org/mdb-47/latest.zip,active,34.4136741299023,35.77525384,-119.694137,-117.6462533
mdb-48,Porterville Transit,,California,Visalia,http://data.trilliumtransit.com/gtfs/porterville-ca-us/porterville-ca-us.zip,https://files.mobilitydatabase.org/mdb-48/latest.zip,inactive,35.761867,36.607999,-119.486362,-118.77602944931
mdb-49,San Mateo County Transit District (samTrans),,California,San Mateo County,http://www.samtrans.com/Assets/GTFS/samtrans/ST-GTFS.zip,https://files.mobilitydatabase.org/mdb-49/latest.zip,deprecated,37.367894,37.790396,-122.51796,-122.129824
mdb-50,San Francisco Municipal Transportation Agency (SFMTA - Muni),,California,San Francisco,https://gtfs.sfmta.com/transitdata/google_transit.zip,https://files.mobilitydatabase.org/mdb-50/latest.zip,deprecated,37.705764,37.829848,-122.510792,-122.365593
mdb-51,Mission Bay Transportation Management Association (TMA),,California,San Francisco,http://data.trilliumtransit.com/gtfs/missionbaytma-ca-us/missionbaytma-ca-us.zip,https://files.mobilitydatabase.org/mdb-51/latest.zip,active,37.766910305944,37.79274030201688,-122.41602803586,-122.38628046391018
mdb-52,Tideline Water Taxi,,California,San Francisco,http://trilliumtransit.com/transit_feeds/tidelinewatertaxi-ca-us/tidelinewatertaxi-ca-us.zip,https://files.mobilitydatabase.org/mdb-52/latest.zip,inactive,37.7708398,37.913659,-122.3950251,-122.31393184362
mdb-53,Bay Area Rapid Transit (BART),,California,Alameda County,http://www.bart.gov/dev/schedules/google_transit.zip,https://files.mobilitydatabase.org/mdb-53/latest.zip,active,37.3682021,38.01895,-122.4690221,-121.7799827
mdb-54,Caltrain,,California,San Mateo,http://data.trilliumtransit.com/gtfs/caltrain-ca-us/caltrain-ca-us.zip,https://files.mobilitydatabase.org/mdb-54/latest.zip,active,37.003485,37.776404,-122.4120764,-121.566088
mdb-55,Modesto Area Express,,California,Stanislaus County,https://www.modestoareaexpress.com/preview-gtfs.zip,https://files.mobilitydatabase.org/mdb-55/latest.zip,inactive,37.31121,37.954866,-121.898961,-120.74953
mdb-56,Monterey-Salinas Transit (MST),,California,Monterey County,https://www.mst.org/google/google_transit.zip,https://files.mobilitydatabase.org/mdb-56/latest.zip,active,35.622688,37.004346,-121.936034,-120.687893
mdb-57,Santa Clara Valley Transportation Authority (VTA),,California,Cupertino,https://gtfs.vta.org/gtfs_vta.zip,https://files.mobilitydatabase.org/mdb-57/latest.zip,active,36.974922,37.458086,-122.173639,-121.549029
mdb-58,San Benito County Express (SBCE),,California,Hollister,http://data.trilliumtransit.com/gtfs/sanbenitocounty-ca-us/sanbenitocounty-ca-us.zip,https://files.mobilitydatabase.org/mdb-58/latest.zip,active,36.8277310881144,37.004068,-121.570689082146,-121.36651485272571
mdb-59,Stanford Marguerite Shuttle (SMS),,California,Palo Alto,https://transportation-forms.stanford.edu/google/google_transit.zip,https://files.mobilitydatabase.org/mdb-59/latest.zip,active,37.393531,37.56783115,-122.23088832,-121.97549998
mdb-60,Mountain View Transportation Management Association (MVgo),,California,Mountain View,http://data.trilliumtransit.com/gtfs/mountainview-ca-us/mountainview-ca-us.zip,https://files.mobilitydatabase.org/mdb-60/latest.zip,deprecated,37.387655512462,37.4314288965063,-122.111591291827,-122.04758367268
mdb-61,Commute.org San Mateo County Shuttles,,California,Menlo Park,http://data.trilliumtransit.com/gtfs/commute-ca-us/commute-ca-us.zip,https://files.mobilitydatabase.org/mdb-61/latest.zip,active,37.423779,37.7211495911134,-122.474656,-122.14127489034692
mdb-62,San Francisco Bay Area Water Emergency Transportation Authority (WETA),,California,San Francisco,http://data.trilliumtransit.com/gtfs/sfbayferry-ca-us/sfbayferry-ca-us.zip,https://files.mobilitydatabase.org/mdb-62/latest.zip,active,37.662676,38.10127,-122.41209,-122.25692
mdb-63,Emery Go-Round,,California,Emeryville,http://data.trilliumtransit.com/gtfs/emerygoround-ca-us/emerygoround-ca-us.zip,https://files.mobilitydatabase.org/mdb-63/latest.zip,deprecated,37.829413295667,37.8523174318222,-122.313441419571,-122.26671053997
mdb-64,Livermore Amador Valley Transit Authority,,California,Alameda County,http://webwatch.lavta.org/TMGTFSRealTimeWebService/GTFS-Static/google_transit.zip,https://files.mobilitydatabase.org/mdb-64/latest.zip,active,37.631448,37.928652,-122.06865,-121.701221
mdb-65,eTrans,,California,San Joaquin County,http://data.trilliumtransit.com/gtfs/escalon-ca-us/escalon-ca-us.zip,https://files.mobilitydatabase.org/mdb-65/latest.zip,active,37.685265,37.80286,-121.050301,-120.9437394646315
mdb-66,Sonoma County Airport Express,,California,Oakland,http://data.trilliumtransit.com/gtfs/airportexpressinc-ca-us/airportexpressinc-ca-us.zip,https://files.mobilitydatabase.org/mdb-66/latest.zip,inactive,37.615612,38.5100997340212,-122.805338301203,-122.212134
mdb-67,Golden Gate Transit,,California,Marin County,https://realtime.goldengate.org/gtfsstatic/GTFSTransitData.zip,https://files.mobilitydatabase.org/mdb-67/latest.zip,active,37.777609,38.472081,-122.740448,-122.316653
mdb-68,Lake Transit Authority (LTA),,California,Clearlake,http://data.trilliumtransit.com/gtfs/laketransit-ca-us/laketransit-ca-us.zip,https://files.mobilitydatabase.org/mdb-68/latest.zip,active,38.542878,39.18968310102375,-123.22645623706892,-122.475567
mdb-69,Mendocino Transit Authority,,California,Mendocino County,http://data.trilliumtransit.com/gtfs/mendocino-ca-us/mendocino-ca-us.zip,https://files.mobilitydatabase.org/mdb-69/latest.zip,active,38.324141,39.4518993,-123.8161353,-122.713631
mdb-70,Sonoma County Transit (SCT),,California,Santa Rosa,http://data.trilliumtransit.com/gtfs/sonomacounty-ca-us/sonomacounty-ca-us.zip,https://files.mobilitydatabase.org/mdb-70/latest.zip,active,37.97116752,38.8123488647763,-123.1264984029,-122.4580372
mdb-71,Marin Transit,,California,Belvedere,http://www.marintransit.org/data/google_transit.zip,https://files.mobilitydatabase.org/mdb-71/latest.zip,deprecated,37.857136,38.124531,-122.851524,-122.456139
mdb-72,Petaluma Transit,,California,Petaluma,http://data.trilliumtransit.com/gtfs/petalumatransit-petaluma-ca-us/petalumatransit-petaluma-ca-us.zip,https://files.mobilitydatabase.org/mdb-72/latest.zip,deprecated,38.217522404908,38.276555,-122.669474,-122.585068
mdb-73,Santa Rosa CityBus,,California,Santa Rosa,https://srcity.org/DocumentCenter/View/21635/google_transit,,deprecated,,,,
mdb-74,Capitol Corridor Joint Powers Authority (Capitol Corridor),,California,San Francisco,https://www.capitolcorridor.org/googletransit/GTFS.zip,https://files.mobilitydatabase.org/mdb-74/latest.zip,active,37.329935,39.099809,-122.410306,-120.952693
mdb-75,El Dorado Transit,,California,El Dorado County,http://data.trilliumtransit.com/gtfs/eldoradotransit-ca-us/eldoradotransit-ca-us.zip,https://files.mobilitydatabase.org/mdb-75/latest.zip,active,38.551646,38.957753,-121.502804,-119.942393
mdb-76,Fairfield and Suisun Transit (FAST Transit),,California,Fairfield,http://data.trilliumtransit.com/gtfs/fairfield-ca-us/fairfield-ca-us.zip,https://files.mobilitydatabase.org/mdb-76/latest.zip,active,37.90546570314972,38.584657,-122.317311795047,-121.49599072575704
mdb-77,Placer County Transit,,California,Rocklin,http://data.trilliumtransit.com/gtfs/placercounty-ca-us/placercounty-ca-us.zip,https://files.mobilitydatabase.org/mdb-77/latest.zip,active,38.5727195121879,39.207120438024624,-121.503338951854,-120.81097209933117
mdb-78,WestCAT,,California,Contra Costa County,http://data.trilliumtransit.com/gtfs/westcat-ca-us/westcat-ca-us.zip,https://files.mobilitydatabase.org/mdb-78/latest.zip,active,37.788966,38.05571565366719,-122.397233,-122.11445
mdb-79,Yuba-Sutter Transit,,California,Yuba City,http://data.trilliumtransit.com/gtfs/yubasutter-ca-us/yubasutter-ca-us.zip,https://files.mobilitydatabase.org/mdb-79/latest.zip,active,38.572670409003,39.45720196442736,-121.67273923052,-121.25373447668
mdb-80,SolTrans,,California,Solano County,https://soltrans.connexionz.net/rtt/public/resource/gtfs.zip,https://files.mobilitydatabase.org/mdb-80/latest.zip,active,37.796127,38.534414,-122.395237,-121.748489
mdb-81,Rio Vista Delta Breeze,,California,Rio Vista,http://data.trilliumtransit.com/gtfs/riovista-ca-us/riovista-ca-us.zip,https://files.mobilitydatabase.org/mdb-81/latest.zip,inactive,37.997593,38.2629,-122.08389423265524,-121.612557023764
mdb-82,Unitrans,,California,Yolo County,https://unitrans.ucdavis.edu/media/gtfs/Unitrans_GTFS.zip,https://files.mobilitydatabase.org/mdb-82/latest.zip,active,38.534458,38.692561,-121.788493,-121.588738
mdb-83,GrapeLine,,California,Lodi,https://www.lodi.gov/DocumentCenter/View/2453/lodi_gtfs-ZIP,https://files.mobilitydatabase.org/mdb-83/latest.zip,active,38.101806,38.1457562509751,-121.309442,-121.252695
mdb-84,Nevada County Connects (Gold Country Stage),,California,Alta Sierra,http://data.trilliumtransit.com/gtfs/goldcountrystage-ca-us/goldcountrystage-ca-us.zip,https://files.mobilitydatabase.org/mdb-84/latest.zip,inactive,38.90302085,39.3707053363352,-121.20505269,-120.990358820743
mdb-85,Fresno County Rural Transit Agency (FCRTA),,California,Fresno County,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7869/google_transit.zip,https://files.mobilitydatabase.org/mdb-85/latest.zip,active,36.134471,36.868542,-120.463387,-119.312622
mdb-86,Merced County Transit (The Bus),,California,Atwater,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,https://files.mobilitydatabase.org/mdb-86/latest.zip,active,36.9645033416456,37.5217855174328,-121.02023996456528,-120.248
mdb-87,Stanislaus Regional Transit (StaRT),,California,,http://data.trilliumtransit.com/gtfs/stanislaus-ca-us/stanislaus-ca-us.zip,https://files.mobilitydatabase.org/mdb-87/latest.zip,deprecated,37.25707509,37.77173034,-121.897639,-120.488203167915
mdb-88,Yosemite Area Regional Transportation System (YARTS),,California,Mariposa County,http://data.trilliumtransit.com/gtfs/yosemite-ca-us/yosemite-ca-us.zip,https://files.mobilitydatabase.org/mdb-88/latest.zip,deprecated,36.738144,37.9833804966473,-120.515457,-118.964912
mdb-89,Clovis Transit,,California,Clovis,http://data.trilliumtransit.com/gtfs/clovistransit-ca-us/clovistransit-ca-us.zip,https://files.mobilitydatabase.org/mdb-89/latest.zip,deprecated,36.78689796407576,36.85929368,-119.754093,-119.6392337
mdb-90,Fresno Area Express (FAX),,California,Fresno,http://gis4u.fresno.gov/downloads/fax_gtfs.zip,https://files.mobilitydatabase.org/mdb-90/latest.zip,active,36.678042,36.888538,-119.908969,-119.681881
mdb-91,City of Madera,,California,Madera County,http://data.trilliumtransit.com/gtfs/cityofmadera-ca-us/cityofmadera-ca-us.zip,https://files.mobilitydatabase.org/mdb-91/latest.zip,active,36.92434,37.02292,-120.09316,-119.99759
mdb-92,Amador Transit,,California,Amador County,http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,https://files.mobilitydatabase.org/mdb-92/latest.zip,active,38.2937614121438,38.579566966842,-121.50389981886,-120.512016
mdb-93,Calaveras Transit,,California,Angels Camp,http://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,https://files.mobilitydatabase.org/mdb-93/latest.zip,active,37.932161,38.380043,-120.8387301,-120.347157
mdb-94,"Tahoe Area Regional Transit (TART), North Lake Tahoe Express",Placer County,California,Placer County,http://data.trilliumtransit.com/gtfs/laketahoe-ca-us/laketahoe-ca-us.zip,https://files.mobilitydatabase.org/mdb-94/latest.zip,active,39.0575273,39.50729,-120.3888378,-119.775261
mdb-95,Jump Around Carson,,Nevada,Carson City,http://r.peaktransit.com/res/76/google_transit.zip,https://files.mobilitydatabase.org/mdb-95/latest.zip,deprecated,39.11556,39.20368,-119.79043,-119.72803
mdb-96,Metrolink,,California,Los Angeles County,https://metrolinktrains.com/globalassets/about/gtfs/gtfs.zip,https://files.mobilitydatabase.org/mdb-96/latest.zip,active,33.192554,34.696579,-119.205025,-117.165729
mdb-97,OmniTrans,,California,San Bernardino County,http://www.omnitrans.org/google/google_transit.zip,https://files.mobilitydatabase.org/mdb-97/latest.zip,active,33.977157,34.18983,-117.751673,-117.034458
mdb-98,Riverside Transit Agency,,California,Hemet,http://www.riversidetransit.com/google_transit.zip,https://files.mobilitydatabase.org/mdb-98/latest.zip,active,33.452304,34.10009,-117.915548,-116.875799
mdb-99,Victor Valley Transit Authority (VVTA),,California,Victorville,http://data.trilliumtransit.com/gtfs/victorville-ca-us/victorville-ca-us.zip,https://files.mobilitydatabase.org/mdb-99/latest.zip,inactive,34.072411,35.273818,-117.64701,-116.663439
mdb-100,Anaheim Resort Transportation (ART),,California,Orange County,https://art.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820,https://files.mobilitydatabase.org/mdb-100/latest.zip,active,33.7799756540457,33.8553728204877,-117.92822275,-117.840508056942
mdb-101,Foothill Transit,,California,Los Angeles County,https://foothilltransit.rideralerts.com/myStop/GTFS-Zip.ashx,https://files.mobilitydatabase.org/mdb-101/latest.zip,active,33.91615,34.151292,-118.267203,-117.690366
mdb-102,Norwalk Transit System (NTS),,California,,http://data.trilliumtransit.com/gtfs/nts-ca-us/nts-ca-us.zip,https://files.mobilitydatabase.org/mdb-102/latest.zip,deprecated,33.8654944889,34.0724551769048,-118.133963901,-117.959304257
mdb-103,El Monte Transit,,California,Los Angeles County,http://data.trilliumtransit.com/gtfs/elmonte-ca-us/elmonte-ca-us.zip,https://files.mobilitydatabase.org/mdb-103/latest.zip,inactive,34.043981602068,34.09689398778,-118.0686841,-118.00382343434
mdb-104,Corona Cruiser,,California,Corona,http://data.trilliumtransit.com/gtfs/corona-ca-us/corona-ca-us.zip,https://files.mobilitydatabase.org/mdb-104/latest.zip,active,33.813968645208,33.8990059361134,-117.6013863782,-117.50625785349
mdb-105,Duarte Transit,,California,Duarte,http://data.trilliumtransit.com/gtfs/duartetransit-ca-us/duartetransit-ca-us.zip,https://files.mobilitydatabase.org/mdb-105/latest.zip,deprecated,34.1255727,34.1515031,-117.9888608,-117.9324427
mdb-106,Beaumont Transit,,California,Riverside County,http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,https://files.mobilitydatabase.org/mdb-106/latest.zip,active,33.9132530168794,34.10027863051583,-117.29652029388964,-116.79992101357588
mdb-107,Mountain Transit,,California,San Bernardino County,http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,https://files.mobilitydatabase.org/mdb-107/latest.zip,active,34.100491,34.272346961248,-117.326256,-116.790879
mdb-108,SunLine Transit Agency,,California,Riverside County,http://www.sunline.org/transit/google_transit.zip,https://files.mobilitydatabase.org/mdb-108/latest.zip,active,33.522632,34.179853,-117.326156,-115.921462
mdb-109,Bullhead Area Transit System,,Arizona,Mohave County,http://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,https://files.mobilitydatabase.org/mdb-109/latest.zip,active,35.049874201132,35.165897,-114.64066405236,-114.53114181833
mdb-110,Regional Transportation Commission of Southern Nevada (RTC),,Nevada,,http://rtcws.rtcsnv.com/g/google_transit.zip,https://files.mobilitydatabase.org/mdb-110/latest.zip,deprecated,35.960432,36.314247,-115.331538,-114.825897
mdb-111,SunTran Utah,,Utah,St. George,http://www.fivecounty.utah.gov/transit/google_transit.zip,https://files.mobilitydatabase.org/mdb-111/latest.zip,active,37.061946,37.188009,-113.679685,-113.490836
mdb-112,People Mover,,Oregon,John Day,https://oregon-gtfs.trilliumtransit.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip,https://files.mobilitydatabase.org/mdb-112/latest.zip,active,43.5730477,46.0523909,-121.300789,-116.9382
mdb-113,Sage Stage,,Nevada,Reno,http://data.trilliumtransit.com/gtfs/sagestage-ca-us/sagestage-ca-us.zip,https://files.mobilitydatabase.org/mdb-113/latest.zip,active,39.505241027309,42.225403,-122.39271591988503,-119.775224
mdb-114,Redding Area Bus Authority (RABA),,California,Redding,http://data.trilliumtransit.com/gtfs/redding-ca-us/redding-ca-us.zip,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/redding-area-bus-authority/346/20230328/gtfs.zip,deprecated,,,,
mdb-115,Trinity Transit,,California,Trinity County,http://data.trilliumtransit.com/gtfs/weaverville-ca-us/weaverville-ca-us.zip,https://files.mobilitydatabase.org/mdb-115/latest.zip,deprecated,40.55231310181496,40.939975,-123.63141779877662,-122.353498489549
mdb-116,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",,California,Red Bluff,http://data.trilliumtransit.com/gtfs/tehama-ca-us/tehama-ca-us.zip,https://files.mobilitydatabase.org/mdb-116/latest.zip,active,39.7487666060753,40.58389179,-122.459110730898,-120.657032132149
mdb-117,Siskiyou County,,California,Yreka,http://data.trilliumtransit.com/gtfs/siskiyou-ca-us/siskiyou-ca-us.zip,https://files.mobilitydatabase.org/mdb-117/latest.zip,active,41.14875037162295,41.90842286882315,-123.545406460762,-122.127867
mdb-118,Lassen Rural Bus (LRB),,California,Susanville,http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,https://files.mobilitydatabase.org/mdb-118/latest.zip,active,40.026325,40.438362,-121.338867872111,-120.103928
mdb-119,Plumas Transit,,California,Plumas County,http://data.trilliumtransit.com/gtfs/plumas-ca-us/plumas-ca-us.zip,https://files.mobilitydatabase.org/mdb-119/latest.zip,active,39.766285,40.3123914556704,-121.240784,-120.037295269399
